sequence,label
"['1726408750991982237', '1726408750987848071', '1726408750958164386', '1726408750958147365', '1726408750956267687', '1726408750944954423', '1726408750944941660', '1726408750944277637', '1726408750940211203', '1726408750938356967']",normal
"['1726408750987848071', '1726408750958164386', '1726408750958147365', '1726408750956267687', '1726408750944954423', '1726408750944941660', '1726408750944277637', '1726408750940211203', '1726408750938356967', '1726408750932801819']",normal
"['1726408750958164386', '1726408750958147365', '1726408750956267687', '1726408750944954423', '1726408750944941660', '1726408750944277637', '1726408750940211203', '1726408750938356967', '1726408750932801819', '1726408750929809997']",normal
"['1726408750958147365', '1726408750956267687', '1726408750944954423', '1726408750944941660', '1726408750944277637', '1726408750940211203', '1726408750938356967', '1726408750932801819', '1726408750929809997', '1726408750929688496']",normal
"['1726408750956267687', '1726408750944954423', '1726408750944941660', '1726408750944277637', '1726408750940211203', '1726408750938356967', '1726408750932801819', '1726408750929809997', '1726408750929688496', '1726408750925178257']",normal
"['1726408750944954423', '1726408750944941660', '1726408750944277637', '1726408750940211203', '1726408750938356967', '1726408750932801819', '1726408750929809997', '1726408750929688496', '1726408750925178257', '1726408750924618436']",normal
"['1726408750944941660', '1726408750944277637', '1726408750940211203', '1726408750938356967', '1726408750932801819', '1726408750929809997', '1726408750929688496', '1726408750925178257', '1726408750924618436', '1726408750924077658']",normal
"['1726408750944277637', '1726408750940211203', '1726408750938356967', '1726408750932801819', '1726408750929809997', '1726408750929688496', '1726408750925178257', '1726408750924618436', '1726408750924077658', '1726408750917741586']",normal
"['1726408750940211203', '1726408750938356967', '1726408750932801819', '1726408750929809997', '1726408750929688496', '1726408750925178257', '1726408750924618436', '1726408750924077658', '1726408750917741586', '1726408750916318799']",normal
"['1726408750938356967', '1726408750932801819', '1726408750929809997', '1726408750929688496', '1726408750925178257', '1726408750924618436', '1726408750924077658', '1726408750917741586', '1726408750916318799', '1726408750915695295']",normal
"['1726408750932801819', '1726408750929809997', '1726408750929688496', '1726408750925178257', '1726408750924618436', '1726408750924077658', '1726408750917741586', '1726408750916318799', '1726408750915695295', '1726408750915677277']",normal
"['1726408750929809997', '1726408750929688496', '1726408750925178257', '1726408750924618436', '1726408750924077658', '1726408750917741586', '1726408750916318799', '1726408750915695295', '1726408750915677277', '1726408750911141049']",normal
"['1726408750929688496', '1726408750925178257', '1726408750924618436', '1726408750924077658', '1726408750917741586', '1726408750916318799', '1726408750915695295', '1726408750915677277', '1726408750911141049', '1726408750901336218']",normal
"['1726408750925178257', '1726408750924618436', '1726408750924077658', '1726408750917741586', '1726408750916318799', '1726408750915695295', '1726408750915677277', '1726408750911141049', '1726408750901336218', '1726408750901197654']",normal
"['1726408750924618436', '1726408750924077658', '1726408750917741586', '1726408750916318799', '1726408750915695295', '1726408750915677277', '1726408750911141049', '1726408750901336218', '1726408750901197654', '1726408750877724442']",normal
"['1726408750924077658', '1726408750917741586', '1726408750916318799', '1726408750915695295', '1726408750915677277', '1726408750911141049', '1726408750901336218', '1726408750901197654', '1726408750877724442', '1726408750864104634']",normal
"['1726408750917741586', '1726408750916318799', '1726408750915695295', '1726408750915677277', '1726408750911141049', '1726408750901336218', '1726408750901197654', '1726408750877724442', '1726408750864104634', '1726408750863769166']",normal
"['1726408750916318799', '1726408750915695295', '1726408750915677277', '1726408750911141049', '1726408750901336218', '1726408750901197654', '1726408750877724442', '1726408750864104634', '1726408750863769166', '1726408750849605553']",normal
"['1726408750915695295', '1726408750915677277', '1726408750911141049', '1726408750901336218', '1726408750901197654', '1726408750877724442', '1726408750864104634', '1726408750863769166', '1726408750849605553', '1726408750848854345']",normal
"['1726408750915677277', '1726408750911141049', '1726408750901336218', '1726408750901197654', '1726408750877724442', '1726408750864104634', '1726408750863769166', '1726408750849605553', '1726408750848854345', '1726408750823488095']",normal
"['1726408750911141049', '1726408750901336218', '1726408750901197654', '1726408750877724442', '1726408750864104634', '1726408750863769166', '1726408750849605553', '1726408750848854345', '1726408750823488095', '1726408750817559822']",normal
"['1726408750901336218', '1726408750901197654', '1726408750877724442', '1726408750864104634', '1726408750863769166', '1726408750849605553', '1726408750848854345', '1726408750823488095', '1726408750817559822', '1726408750817544962']",normal
"['1726408750901197654', '1726408750877724442', '1726408750864104634', '1726408750863769166', '1726408750849605553', '1726408750848854345', '1726408750823488095', '1726408750817559822', '1726408750817544962', '1726408750812025642']",normal
"['1726408750877724442', '1726408750864104634', '1726408750863769166', '1726408750849605553', '1726408750848854345', '1726408750823488095', '1726408750817559822', '1726408750817544962', '1726408750812025642', '1726408750811667315']",normal
"['1726408750864104634', '1726408750863769166', '1726408750849605553', '1726408750848854345', '1726408750823488095', '1726408750817559822', '1726408750817544962', '1726408750812025642', '1726408750811667315', '1726408750803235936']",normal
"['1726408750863769166', '1726408750849605553', '1726408750848854345', '1726408750823488095', '1726408750817559822', '1726408750817544962', '1726408750812025642', '1726408750811667315', '1726408750803235936', '1726408750798233316']",normal
"['1726408750849605553', '1726408750848854345', '1726408750823488095', '1726408750817559822', '1726408750817544962', '1726408750812025642', '1726408750811667315', '1726408750803235936', '1726408750798233316', '1726408750796933412']",normal
"['1726408750848854345', '1726408750823488095', '1726408750817559822', '1726408750817544962', '1726408750812025642', '1726408750811667315', '1726408750803235936', '1726408750798233316', '1726408750796933412', '1726408750795384139']",normal
"['1726408750823488095', '1726408750817559822', '1726408750817544962', '1726408750812025642', '1726408750811667315', '1726408750803235936', '1726408750798233316', '1726408750796933412', '1726408750795384139', '1726408750795324690']",normal
"['1726408750817559822', '1726408750817544962', '1726408750812025642', '1726408750811667315', '1726408750803235936', '1726408750798233316', '1726408750796933412', '1726408750795384139', '1726408750795324690', '1726408750792383335']",normal
"['1726408750817544962', '1726408750812025642', '1726408750811667315', '1726408750803235936', '1726408750798233316', '1726408750796933412', '1726408750795384139', '1726408750795324690', '1726408750792383335', '1726408750790098313']",normal
"['1726408750812025642', '1726408750811667315', '1726408750803235936', '1726408750798233316', '1726408750796933412', '1726408750795384139', '1726408750795324690', '1726408750792383335', '1726408750790098313', '1726408750790082800']",normal
"['1726408750811667315', '1726408750803235936', '1726408750798233316', '1726408750796933412', '1726408750795384139', '1726408750795324690', '1726408750792383335', '1726408750790098313', '1726408750790082800', '1726408750789225897']",normal
"['1726408750803235936', '1726408750798233316', '1726408750796933412', '1726408750795384139', '1726408750795324690', '1726408750792383335', '1726408750790098313', '1726408750790082800', '1726408750789225897', '1726408750785094787']",normal
"['1726408750798233316', '1726408750796933412', '1726408750795384139', '1726408750795324690', '1726408750792383335', '1726408750790098313', '1726408750790082800', '1726408750789225897', '1726408750785094787', '1726408750784588819']",normal
"['1726408750796933412', '1726408750795384139', '1726408750795324690', '1726408750792383335', '1726408750790098313', '1726408750790082800', '1726408750789225897', '1726408750785094787', '1726408750784588819', '1726408750784229658']",normal
"['1726408750795384139', '1726408750795324690', '1726408750792383335', '1726408750790098313', '1726408750790082800', '1726408750789225897', '1726408750785094787', '1726408750784588819', '1726408750784229658', '1726408750784217298']",normal
"['1726408750795324690', '1726408750792383335', '1726408750790098313', '1726408750790082800', '1726408750789225897', '1726408750785094787', '1726408750784588819', '1726408750784229658', '1726408750784217298', '1726408750782228213']",normal
"['1726408750792383335', '1726408750790098313', '1726408750790082800', '1726408750789225897', '1726408750785094787', '1726408750784588819', '1726408750784229658', '1726408750784217298', '1726408750782228213', '1726408750781653584']",normal
"['1726408750790098313', '1726408750790082800', '1726408750789225897', '1726408750785094787', '1726408750784588819', '1726408750784229658', '1726408750784217298', '1726408750782228213', '1726408750781653584', '1726408750781234547']",normal
"['1726408750790082800', '1726408750789225897', '1726408750785094787', '1726408750784588819', '1726408750784229658', '1726408750784217298', '1726408750782228213', '1726408750781653584', '1726408750781234547', '1726408750781215636']",normal
